Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,general contingent,1,social sciences,1,secondary education,4.86830338551846,eea,secondary or some secondary,basic,Intermediate Level Technicians and Professions,Service and Sales Workers,1,0,0,1,1,0,2.9496883350525844,0,2.4932054526026954,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,Other,1,health sciences,1,higher education,4.86830338551846,eea,secondary or some secondary,basic,Administrative and Office Workers,Industrial and Machine Operators,0,0,0,0,1,0,3.139832617527748,0,2.6222502112988773,-2.3025850929940455,2.388762789235098,1.4,1.74,1
single,general contingent,1,other,1,secondary education,4.754451888703846,eea,basic,secondary or some secondary,Service and Sales Workers,leadership and management,0,0,0,1,1,0,3.0492730404820207,0,-2.3025850929940455,-2.3025850929940455,2.6390573296152584,-0.3,0.79,1
single,general contingent,1,social sciences,1,secondary education,4.91338990965742,eea,secondary or some secondary,secondary or some secondary,Unskilled Workers,Intermediate Level Technicians and Professions,1,0,0,1,1,0,2.89591193827178,0,2.4932054526026954,-2.3025850929940455,2.747270914255491,2.8,-4.06,0
single,general contingent,1,other,1,secondary education,4.991112627607392,eea,basic,basic,Industrial and Machine Operators,Industrial and Machine Operators,1,0,0,1,1,1,2.89591193827178,0,-2.3025850929940455,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,5,social sciences,1,secondary education,4.763028270603671,eea,basic,basic,Service and Sales Workers,Service and Sales Workers,1,0,1,0,1,0,3.0492730404820207,0,2.6461747973841225,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,1
single,Other,1,social sciences,1,secondary education,4.9494688588587685,eea,secondary or some secondary,secondary or some secondary,Service and Sales Workers,Unskilled Workers,0,0,0,1,1,0,3.095577608523707,0,-2.3025850929940455,-2.3025850929940455,2.4159137783010487,0.6,2.02,1
single,general contingent,1,health sciences,1,secondary education,4.891851758106289,eea,higher education,basic,professionals and specialists,Industrial and Machine Operators,1,0,0,1,1,0,3.0492730404820207,0,2.5237266416375825,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,Other,1,health sciences,1,secondary education,4.891851758106289,eea,basic,basic,Unskilled Workers,Unskilled Workers,1,0,0,0,1,0,3.4688560301359703,0,-2.3025850929940455,-2.3025850929940455,2.791165107812717,0.3,-0.92,1
single,Other,1,technology,1,higher education,4.788324729085938,eea,secondary or some secondary,basic,Administrative and Office Workers,leadership and management,1,0,0,1,1,0,3.299533727885655,0,2.4441760253623768,-2.3025850929940455,2.747270914255491,2.8,-4.06,0
single,general contingent,1,health sciences,1,secondary education,4.997887721273753,eea,basic,basic,Unskilled Workers,Industrial and Machine Operators,1,0,0,1,1,0,2.89591193827178,0,2.598979106047848,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,Other,1,social sciences,1,secondary education,4.86830338551846,eea,secondary or some secondary,secondary or some secondary,Service and Sales Workers,Intermediate Level Technicians and Professions,1,0,0,1,1,1,3.1822118404966093,0,2.714694743820879,-2.3025850929940455,2.747270914255491,2.8,-4.06,0
single,general contingent,1,other,1,secondary education,4.788324729085938,eea,basic,basic,leadership and management,Unskilled Workers,1,0,0,1,1,0,3.095577608523707,0,2.3608540011180215,-2.3025850929940455,2.5494451709255714,3.7,-1.7,1
single,Other,1,other,1,secondary education,4.788324729085938,eea,higher education,higher education,Intermediate Level Technicians and Professions,professionals and specialists,1,0,0,0,1,0,3.095577608523707,0,-2.3025850929940455,-2.3025850929940455,2.388762789235098,1.4,1.74,1
single,general contingent,3,social sciences,1,secondary education,4.891100725401066,eea,basic,basic,Unskilled Workers,Service and Sales Workers,1,0,0,1,1,0,2.9496883350525844,0,2.5915163848462583,-2.3025850929940455,2.6390573296152584,-0.3,0.79,0
single,general contingent,6,technology,1,secondary education,4.860587297852597,eea,basic,secondary or some secondary,Administrative and Office Workers,Other Situations and Blanks,1,0,0,1,1,0,2.9496883350525844,0,-2.3025850929940455,-2.3025850929940455,2.0412203288596382,2.6,0.32,1
single,general contingent,2,other,1,secondary education,4.771531723203316,eea,secondary or some secondary,basic,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,0,1,1,0,3.0492730404820207,0,2.451005098112319,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,2,health sciences,1,secondary education,4.942356453342962,eea,secondary or some secondary,secondary or some secondary,professionals and specialists,Industrial and Machine Operators,1,0,0,1,0,1,2.89591193827178,0,2.6377171462563025,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,general contingent,2,other,1,secondary education,4.844974178195408,eea,higher education,basic,Intermediate Level Technicians and Professions,Military and Armed Forces,1,0,0,1,0,0,2.89591193827178,0,2.4365330655037845,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,general contingent,1,other,1,secondary education,4.875960390769654,eea,basic,basic,Unskilled Workers,Unskilled Workers,1,0,1,1,0,0,3.0007198150650303,0,-2.3025850929940455,-2.3025850929940455,2.791165107812717,0.3,-0.92,1
single,general contingent,1,social sciences,1,secondary education,4.883559211528279,eea,secondary or some secondary,basic,Administrative and Office Workers,Unskilled Workers,1,0,0,1,0,0,2.9496883350525844,0,2.5616472080657777,-2.3025850929940455,2.6390573296152584,-0.3,0.79,0
single,general contingent,5,social sciences,1,secondary education,4.728272383122075,eea,basic,basic,Unskilled Workers,Agricultural and Skilled Workers,1,0,1,1,0,0,2.9496883350525844,0,2.4595888418037104,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,general contingent,1,other,1,secondary education,4.745801315727837,eea,secondary or some secondary,secondary or some secondary,Unskilled Workers,Intermediate Level Technicians and Professions,1,0,0,1,0,1,2.89591193827178,0,2.4423470353692043,-2.3025850929940455,2.5257286443082556,0.5,1.79,0
single,general contingent,1,other,1,secondary education,4.891851758106289,eea,secondary or some secondary,secondary or some secondary,Intermediate Level Technicians and Professions,Unskilled Workers,1,0,0,1,0,0,3.0007198150650303,0,2.5977391802845275,-2.3025850929940455,2.791165107812717,0.3,-0.92,0
single,Other,1,social sciences,1,professional qualification,5.011301738639416,eea,secondary or some secondary,basic,Intermediate Level Technicians and Professions,Unskilled Workers,0,0,1,1,0,1,3.095577608523707,0,2.615308149403595,-2.3025850929940455,2.5257286443082556,0.5,1.79,0
married,Other,1,health sciences,1,basic education,4.891851758106289,eea,basic,basic,Unskilled Workers,Unskilled Workers,0,0,0,1,0,0,3.4372078191851885,0,2.479335604738545,-2.3025850929940455,2.5257286443082556,0.5,1.79,0
single,general contingent,1,social sciences,1,secondary education,4.9494688588587685,eea,basic,basic,Unskilled Workers,Industrial and Machine Operators,0,0,0,1,0,1,2.9496883350525844,0,2.676117153999201,-2.3025850929940455,2.791165107812717,0.3,-0.92,0
single,general contingent,2,other,1,secondary education,4.942356453342962,eea,secondary or some secondary,higher education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,0,1,0,0,2.89591193827178,0,-2.3025850929940455,-2.3025850929940455,2.5257286443082556,0.5,1.79,0
single,general contingent,2,other,1,secondary education,4.91338990965742,eea,basic,basic,Unskilled Workers,Industrial and Machine Operators,1,0,0,1,0,1,2.89591193827178,0,2.516543734731183,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,general contingent,1,other,1,secondary education,4.942356453342962,eea,secondary or some secondary,secondary or some secondary,leadership and management,Other Situations and Blanks,0,0,0,1,0,0,3.0492730404820207,0,2.6741486494265287,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,general contingent,5,health sciences,1,secondary education,4.963543686562405,eea,basic,secondary or some secondary,Unskilled Workers,Industrial and Machine Operators,1,0,0,1,0,1,2.89591193827178,0,2.583997552432231,-2.3025850929940455,2.6390573296152584,-0.3,0.79,0
single,Other,1,social sciences,1,professional qualification,4.86830338551846,other,higher education,basic,professionals and specialists,Industrial and Machine Operators,0,0,1,0,1,0,3.2228678461377385,1,-2.3025850929940455,-2.3025850929940455,2.747270914255491,2.8,-4.06,1
single,Other,1,technology,1,secondary education,4.891851758106289,other,secondary or some secondary,higher education,Service and Sales Workers,Industrial and Machine Operators,0,0,1,1,1,0,3.0492730404820207,1,-2.3025850929940455,-2.3025850929940455,2.4159137783010487,0.6,2.02,1
single,general contingent,2,health sciences,1,secondary education,4.860587297852597,eea,basic,basic,Service and Sales Workers,Service and Sales Workers,1,0,0,1,0,1,2.9496883350525844,0,2.521146734803144,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,2,social sciences,1,secondary education,4.883559211528279,eea,basic,secondary or some secondary,Unskilled Workers,Unskilled Workers,1,0,0,1,0,0,2.9496883350525844,0,2.5095992623783716,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,1,other,1,secondary education,4.771531723203316,eea,secondary or some secondary,little to no education,Service and Sales Workers,students,1,0,0,1,0,0,3.095577608523707,0,2.3608540011180215,-2.3025850929940455,2.0412203288596382,2.6,0.32,1
single,Other,1,social sciences,1,secondary education,5.011301738639416,eea,basic,secondary or some secondary,Unskilled Workers,leadership and management,0,0,0,1,1,0,2.9496883350525844,0,2.3702437414678603,-2.3025850929940455,2.5257286443082556,0.5,1.79,0
single,Other,1,social sciences,0,basic education,4.891851758106289,eea,basic,basic,Unskilled Workers,Service and Sales Workers,0,0,0,1,0,0,4.062165663857866,0,-2.3025850929940455,-2.3025850929940455,2.4159137783010487,0.6,2.02,1
single,special contingent,2,social sciences,1,secondary education,4.804840381116659,eea,basic,basic,Unskilled Workers,Industrial and Machine Operators,1,0,0,1,0,1,2.9496883350525844,0,2.4292177439274116,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,Other,1,social sciences,1,secondary education,4.844974178195408,other,basic,basic,Unskilled Workers,Unskilled Workers,1,0,0,1,1,0,3.139832617527748,1,2.3608540011180215,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,general contingent,2,social sciences,1,secondary education,4.804840381116659,eea,basic,basic,Unskilled Workers,Unskilled Workers,1,0,0,1,0,1,2.9496883350525844,0,2.4069451083182885,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,general contingent,3,health sciences,1,secondary education,4.875960390769654,eea,basic,secondary or some secondary,Administrative and Office Workers,Industrial and Machine Operators,1,0,0,1,0,0,2.89591193827178,0,2.606913556560569,-2.3025850929940455,2.6390573296152584,-0.3,0.79,0
single,general contingent,2,other,1,secondary education,4.86830338551846,eea,basic,basic,Other Situations and Blanks,Other Situations and Blanks,0,0,0,1,0,0,3.0007198150650303,0,2.5416019934645457,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,general contingent,5,other,1,secondary education,4.86830338551846,eea,basic,basic,Other Situations and Blanks,Industrial and Machine Operators,0,0,0,0,0,0,2.89591193827178,0,-2.3025850929940455,-2.3025850929940455,2.5494451709255714,3.7,-1.7,1
single,general contingent,1,social sciences,1,secondary education,4.86830338551846,eea,higher education,basic,Service and Sales Workers,Service and Sales Workers,0,0,0,1,0,0,2.89591193827178,0,2.6222502112988773,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,general contingent,4,social sciences,1,secondary education,4.804840381116659,eea,basic,basic,Service and Sales Workers,Industrial and Machine Operators,1,0,1,1,0,1,2.89591193827178,0,2.4595888418037104,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
single,Other,1,other,1,secondary education,4.73707525686803,eea,basic,basic,Unskilled Workers,Military and Armed Forces,0,0,0,1,0,0,3.1822118404966093,0,2.5393497402602203,-2.3025850929940455,2.4159137783010487,0.6,2.02,1
single,general contingent,4,social sciences,1,secondary education,4.963543686562405,eea,basic,basic,Unskilled Workers,Service and Sales Workers,1,0,0,1,0,0,2.89591193827178,0,2.4765384001174837,-2.3025850929940455,2.388762789235098,1.4,1.74,1
single,general contingent,3,social sciences,1,secondary education,4.844974178195408,eea,secondary or some secondary,basic,Service and Sales Workers,Industrial and Machine Operators,1,0,0,1,0,1,2.9496883350525844,0,2.4595888418037104,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,general contingent,3,social sciences,1,secondary education,4.9494688588587685,eea,basic,basic,Unskilled Workers,Industrial and Machine Operators,1,0,0,1,0,1,2.9496883350525844,0,2.4365330655037845,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,general contingent,1,other,1,secondary education,4.860587297852597,eea,basic,basic,Agricultural and Skilled Workers,Agricultural and Skilled Workers,1,0,0,1,0,0,2.89591193827178,0,2.376454941560501,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,general contingent,2,other,1,secondary education,4.942356453342962,eea,basic,basic,Unskilled Workers,Unskilled Workers,1,0,0,1,0,0,2.89591193827178,0,2.6100697927420065,0.09531017980432493,2.5494451709255714,3.7,-1.7,0
single,general contingent,1,other,1,secondary education,4.920710586568268,eea,basic,basic,Service and Sales Workers,Service and Sales Workers,1,0,0,1,0,1,2.9496883350525844,0,-2.3025850929940455,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,Other,1,other,1,secondary education,4.942356453342962,eea,higher education,higher education,professionals and specialists,Agricultural and Skilled Workers,0,0,0,1,0,0,3.095577608523707,0,2.5977391802845275,-2.3025850929940455,2.6390573296152584,-0.3,0.79,0
single,general contingent,1,other,1,secondary education,4.963543686562405,eea,higher education,basic,leadership and management,leadership and management,1,0,0,1,0,0,2.9496883350525844,0,2.6026896854443837,-2.3025850929940455,2.388762789235098,1.4,1.74,0
other,general contingent,1,social sciences,1,secondary education,4.9279780604152466,eea,basic,basic,Unskilled Workers,Unskilled Workers,1,0,0,1,0,1,3.0492730404820207,0,2.33214389523559,-2.3025850929940455,2.5494451709255714,3.7,-1.7,0
single,general contingent,1,social sciences,1,secondary education,4.788324729085938,eea,basic,basic,Unskilled Workers,Industrial and Machine Operators,1,0,0,1,0,1,3.0492730404820207,0,2.5726122302071057,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,general contingent,3,health sciences,1,secondary education,4.970507503005476,eea,basic,basic,Service and Sales Workers,Industrial and Machine Operators,1,0,0,1,0,1,2.89591193827178,0,2.565608480851323,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,5,social sciences,1,secondary education,4.812997033190408,eea,secondary or some secondary,secondary or some secondary,Administrative and Office Workers,Unskilled Workers,1,0,0,1,0,0,3.0007198150650303,0,2.4932054526026954,-2.3025850929940455,2.388762789235098,1.4,1.74,1
single,general contingent,3,other,1,secondary education,4.860587297852597,eea,basic,basic,Industrial and Machine Operators,Industrial and Machine Operators,1,0,0,1,0,1,2.89591193827178,0,2.3918162267219882,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,special contingent,3,social sciences,1,secondary education,5.024538199265247,eea,secondary or some secondary,basic,Administrative and Office Workers,Industrial and Machine Operators,1,0,0,1,0,0,2.9496883350525844,0,2.7365296724240786,-2.3025850929940455,2.5494451709255714,3.7,-1.7,0
single,general contingent,2,health sciences,1,secondary education,4.86830338551846,eea,secondary or some secondary,basic,Unskilled Workers,Unskilled Workers,1,0,0,1,0,1,2.89591193827178,0,2.5585184671312464,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
single,Other,1,social sciences,1,secondary education,4.891851758106289,other,professional qualification,secondary or some secondary,Intermediate Level Technicians and Professions,Administrative and Office Workers,0,0,1,0,1,0,3.261935314328648,1,2.5726122302071057,-2.3025850929940455,2.4159137783010487,0.6,2.02,1
single,Other,1,technology,1,secondary education,5.075798620002669,other,secondary or some secondary,higher education,Administrative and Office Workers,Service and Sales Workers,0,0,1,1,0,0,2.9496883350525844,1,2.6100697927420065,0.09531017980432493,2.1972245773362196,1.4,3.51,0
married,Other,1,social sciences,0,secondary education,4.942356453342962,eea,basic,basic,Unskilled Workers,Unskilled Workers,0,0,0,1,0,0,3.55820113047182,0,2.533696813957432,-2.3025850929940455,2.747270914255491,2.8,-4.06,0
single,general contingent,1,social sciences,1,secondary education,4.891100725401066,eea,secondary or some secondary,secondary or some secondary,Unskilled Workers,Unskilled Workers,1,0,0,1,0,1,2.9496883350525844,0,2.5726122302071057,-2.3025850929940455,2.5257286443082556,0.5,1.79,0
single,general contingent,1,other,1,secondary education,4.9279780604152466,eea,basic,basic,Unskilled Workers,Agricultural and Skilled Workers,1,0,0,1,1,0,2.89591193827178,0,2.47232786758114,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,5,social sciences,1,secondary education,4.956531035103055,eea,basic,basic,Industrial and Machine Operators,Intermediate Level Technicians and Professions,0,0,0,1,1,0,2.9496883350525844,0,2.533696813957432,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,general contingent,1,other,1,secondary education,4.745801315727837,eea,secondary or some secondary,secondary or some secondary,Unskilled Workers,Unskilled Workers,1,0,0,1,1,0,3.2228678461377385,0,2.4605380587710424,-2.3025850929940455,2.5257286443082556,0.5,1.79,0
single,general contingent,6,other,1,secondary education,4.829113417472866,eea,secondary or some secondary,secondary or some secondary,Administrative and Office Workers,Intermediate Level Technicians and Professions,1,0,0,1,1,0,2.89591193827178,0,2.6461747973841225,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
single,general contingent,1,technology,1,secondary education,5.136386499401816,eea,secondary or some secondary,higher education,Unskilled Workers,Service and Sales Workers,1,0,1,0,1,0,3.261935314328648,0,-2.3025850929940455,-2.3025850929940455,2.791165107812717,0.3,-0.92,1
single,Other,1,social sciences,0,secondary education,4.942356453342962,eea,secondary or some secondary,secondary or some secondary,Agricultural and Skilled Workers,Agricultural and Skilled Workers,0,0,0,1,1,0,3.529297384289471,0,2.631888840136646,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,general contingent,2,other,1,secondary education,4.701389043728634,eea,higher education,basic,Administrative and Office Workers,Intermediate Level Technicians and Professions,1,0,0,0,1,0,2.89591193827178,0,-2.3025850929940455,-2.3025850929940455,2.5494451709255714,3.7,-1.7,1
single,general contingent,1,other,1,secondary education,4.73707525686803,eea,higher education,basic,Intermediate Level Technicians and Professions,Service and Sales Workers,0,0,0,0,1,0,2.89591193827178,0,-2.3025850929940455,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,1
single,general contingent,3,technology,1,secondary education,4.9279780604152466,eea,secondary or some secondary,basic,Administrative and Office Workers,Intermediate Level Technicians and Professions,1,0,0,1,1,1,2.89591193827178,0,2.513656063073986,-2.3025850929940455,2.1972245773362196,1.4,3.51,1
single,Other,1,technology,1,professional qualification,4.942356453342962,eea,basic,basic,Unskilled Workers,Administrative and Office Workers,0,0,0,1,1,0,3.0007198150650303,0,2.451005098112319,-2.3025850929940455,2.5257286443082556,0.5,1.79,1
single,Other,1,social sciences,1,professional qualification,4.942356453342962,eea,secondary or some secondary,basic,Administrative and Office Workers,Administrative and Office Workers,0,0,0,1,1,0,3.2228678461377385,0,2.5393497402602203,-2.3025850929940455,2.791165107812717,0.3,-0.92,0
single,general contingent,1,other,1,secondary education,4.883559211528279,eea,higher education,secondary or some secondary,Administrative and Office Workers,leadership and management,0,0,0,1,1,0,2.89591193827178,0,2.4932054526026954,-2.3025850929940455,2.4159137783010487,0.6,2.02,1
single,general contingent,1,technology,1,secondary education,4.997887721273753,eea,basic,basic,Unskilled Workers,Unskilled Workers,1,0,0,1,1,0,2.9496883350525844,0,2.4932054526026954,0.7419373447293773,2.747270914255491,2.8,-4.06,0
single,general contingent,1,other,1,secondary education,4.883559211528279,eea,secondary or some secondary,secondary or some secondary,Administrative and Office Workers,leadership and management,1,0,0,1,1,0,3.0007198150650303,0,-2.3025850929940455,-2.3025850929940455,2.388762789235098,1.4,1.74,1
single,general contingent,2,social sciences,1,secondary education,4.837075242970874,eea,basic,basic,Service and Sales Workers,Industrial and Machine Operators,1,0,0,1,1,1,3.0007198150650303,0,2.4932054526026954,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,1,technology,1,secondary education,4.796616650559047,eea,higher education,secondary or some secondary,professionals and specialists,Intermediate Level Technicians and Professions,0,0,0,1,1,0,3.0007198150650303,0,2.4595888418037104,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,general contingent,2,social sciences,1,secondary education,4.788324729085938,eea,secondary or some secondary,basic,Administrative and Office Workers,Unskilled Workers,1,0,0,1,1,1,2.9496883350525844,0,-2.3025850929940455,-2.3025850929940455,2.4159137783010487,0.6,2.02,1
single,general contingent,1,social sciences,1,secondary education,4.812997033190408,eea,secondary or some secondary,basic,Administrative and Office Workers,Service and Sales Workers,0,0,0,1,1,0,3.0007198150650303,0,2.4932054526026954,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,general contingent,6,health sciences,1,secondary education,4.804840381116659,eea,secondary or some secondary,secondary or some secondary,Intermediate Level Technicians and Professions,Industrial and Machine Operators,1,0,0,1,1,0,2.89591193827178,0,2.6445185802777424,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
single,general contingent,1,social sciences,1,secondary education,4.91338990965742,eea,higher education,basic,Administrative and Office Workers,Agricultural and Skilled Workers,1,0,0,1,1,0,2.9496883350525844,0,2.533696813957432,-2.3025850929940455,2.791165107812717,0.3,-0.92,0
single,general contingent,1,social sciences,1,secondary education,4.779963476361254,eea,basic,basic,Industrial and Machine Operators,Industrial and Machine Operators,1,0,0,0,1,0,3.0007198150650303,0,-2.3025850929940455,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,1
single,Other,1,social sciences,1,secondary education,4.788324729085938,eea,basic,basic,Industrial and Machine Operators,Industrial and Machine Operators,0,0,0,1,1,0,3.1822118404966093,0,2.3608540011180215,-2.3025850929940455,2.747270914255491,2.8,-4.06,1
single,Other,1,technology,1,professional qualification,5.011301738639416,eea,basic,basic,Unskilled Workers,Industrial and Machine Operators,1,0,0,1,1,0,3.0007198150650303,0,2.5616472080657777,-2.3025850929940455,2.791165107812717,0.3,-0.92,0
single,general contingent,3,social sciences,1,secondary education,4.796616650559047,eea,higher education,basic,professionals and specialists,Industrial and Machine Operators,1,0,0,1,1,0,2.9496883350525844,0,2.4652706752711415,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,Other,1,technology,1,secondary education,4.942356453342962,eea,secondary or some secondary,basic,Administrative and Office Workers,Administrative and Office Workers,0,0,0,1,1,0,3.139832617527748,0,2.5726122302071057,-2.3025850929940455,2.1972245773362196,1.4,3.51,1
single,general contingent,2,other,1,secondary education,4.906015244966153,eea,basic,basic,Administrative and Office Workers,Intermediate Level Technicians and Professions,1,0,0,1,1,0,3.0007198150650303,0,2.479335604738545,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,Other,4,social sciences,0,secondary education,4.754451888703846,eea,little to no education,little to no education,students,students,0,0,0,1,1,0,3.0492730404820207,0,2.530082787616876,-2.3025850929940455,2.2512917986064953,-0.8,-3.12,0
single,general contingent,2,technology,1,secondary education,4.788324729085938,eea,secondary or some secondary,secondary or some secondary,Unskilled Workers,Unskilled Workers,1,0,0,1,1,0,3.0007198150650303,0,2.4069451083182885,-2.3025850929940455,2.388762789235098,1.4,1.74,1
married,general contingent,5,technology,1,secondary education,4.837075242970874,eea,basic,basic,Administrative and Office Workers,Administrative and Office Workers,1,0,0,1,1,0,3.0492730404820207,0,2.587764035227708,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
single,general contingent,1,social sciences,1,secondary education,5.136386499401816,eea,secondary or some secondary,basic,Unskilled Workers,Industrial and Machine Operators,0,0,0,1,1,1,2.89591193827178,0,2.747270914255491,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
single,general contingent,3,other,1,secondary education,4.812997033190408,eea,secondary or some secondary,secondary or some secondary,Administrative and Office Workers,Intermediate Level Technicians and Professions,1,0,0,1,1,0,2.89591193827178,0,2.52038103798166,-2.3025850929940455,2.4159137783010487,0.6,2.02,0
single,general contingent,1,social sciences,1,secondary education,4.788324729085938,eea,higher education,basic,Intermediate Level Technicians and Professions,Industrial and Machine Operators,1,0,0,1,1,0,2.89591193827178,0,2.4932054526026954,-2.3025850929940455,2.6390573296152584,-0.3,0.79,0
single,Other,1,technology,1,professional qualification,4.86830338551846,eea,higher education,higher education,Industrial and Machine Operators,leadership and management,1,0,0,1,1,0,3.0007198150650303,0,2.4595888418037104,-2.3025850929940455,2.747270914255491,2.8,-4.06,0
single,general contingent,1,social sciences,1,secondary education,4.86830338551846,eea,basic,basic,Administrative and Office Workers,Unskilled Workers,0,0,0,1,1,1,2.89591193827178,0,2.4365330655037845,-2.3025850929940455,2.791165107812717,0.3,-0.92,0
single,general contingent,1,social sciences,1,secondary education,4.763028270603671,eea,basic,basic,students,Administrative and Office Workers,1,0,0,1,1,0,2.9496883350525844,0,-2.3025850929940455,0.09531017980432493,2.2512917986064953,-0.8,-3.12,1
single,general contingent,1,technology,1,secondary education,4.875960390769654,eea,secondary or some secondary,higher education,Unskilled Workers,Military and Armed Forces,1,0,0,1,1,0,3.0007198150650303,0,2.4932054526026954,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,1,other,1,secondary education,4.86830338551846,eea,basic,basic,Administrative and Office Workers,Industrial and Machine Operators,0,0,0,1,1,0,2.9496883350525844,0,2.4932054526026954,0.09531017980432493,2.2512917986064953,-0.8,-3.12,0
single,Other,1,social sciences,0,secondary education,4.891100725401066,eea,basic,basic,Unskilled Workers,Service and Sales Workers,1,0,1,1,1,0,3.4995332823830174,0,2.533696813957432,-2.3025850929940455,2.5494451709255714,3.7,-1.7,1
single,Other,1,other,1,secondary education,4.852811208902689,eea,higher education,secondary or some secondary,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,0,1,1,0,3.0492730404820207,0,2.6222502112988773,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
married,Other,1,technology,1,secondary education,4.891851758106289,eea,secondary or some secondary,basic,Administrative and Office Workers,Administrative and Office Workers,0,0,1,0,1,0,3.2228678461377385,0,2.681021528714291,0.7419373447293773,2.747270914255491,2.8,-4.06,1
single,general contingent,1,other,1,secondary education,4.812997033190408,eea,secondary or some secondary,secondary or some secondary,Administrative and Office Workers,Unskilled Workers,1,0,0,1,1,1,3.0007198150650303,0,2.587764035227708,-2.3025850929940455,2.5257286443082556,0.5,1.79,1
single,Other,1,other,1,professional qualification,5.011301738639416,eea,secondary or some secondary,secondary or some secondary,Unskilled Workers,Administrative and Office Workers,1,0,0,1,1,1,3.095577608523707,0,2.5068855565067754,-2.3025850929940455,2.1972245773362196,1.4,3.51,1
other,Other,1,social sciences,1,basic education,4.891851758106289,eea,basic,basic,Unskilled Workers,leadership and management,0,0,0,1,0,0,3.66612246699132,0,2.4292177439274116,-2.3025850929940455,2.388762789235098,1.4,1.74,0
single,general contingent,2,social sciences,1,secondary education,4.942356453342962,eea,higher education,secondary or some secondary,professionals and specialists,Agricultural and Skilled Workers,1,0,0,1,1,1,3.0492730404820207,0,2.7256718024520294,-2.3025850929940455,2.1972245773362196,1.4,3.51,0
single,general contingent,1,other,1,secondary education,4.837075242970874,eea,secondary or some secondary,secondary or some secondary,Unskilled Workers,Unskilled Workers,0,0,0,1,0,1,2.9496883350525844,0,2.4218485138208634,-2.3025850929940455,2.791165107812717,0.3,-0.92,0
single,Other,1,health sciences,1,basic education,4.891851758106289,eea,basic,basic,Unskilled Workers,Industrial and Machine Operators,0,0,0,1,0,1,3.261935314328648,0,2.4054424784337534,-2.3025850929940455,2.0412203288596382,2.6,0.32,0
